단축코드,한글종목약명,기초지수명,기초시장분류,기초자산분류,총보수,TER,실부담비용률,과세유형,표준코드,펀드코드
424460,HANARO 글로벌워터MSCI(합성),MSCI ACWI IMI Water ESG Filtered (Price Return),해외,주식,0.5000,0.6200,0.6200,배당소득세(보유기간과세),KR7424460004,K55232DS6564
0040S0,HANARO 글로벌피지컬AI액티브,Solactive Physical AI Index,해외,주식,0.6000,0.6900,0.9503,배당소득세(보유기간과세),KR70040S0004,K55232EK0689
314700,HANARO 농업융복합산업,FnGuide 농업융복합산업 지수(시장가격),국내,주식,0.5000,0.6700,0.6920,비과세,KR7314700006,K55232CI1899
486830,HANARO 머니마켓액티브,KIS-NH Amundi MMF지수,국내,채권,0.0400,0.0600,0.0625,배당소득세(보유기간과세),KR7486830003,K55232EC9151
432840,HANARO 미국S&P500,S&P 500,해외,주식,0.0450,0.5900,0.6130,배당소득세(보유기간과세),KR7432840007,K55232DU0555
498050,HANARO 바이오코리아액티브,iSelect K-바이오헬스케어,국내,주식,0.5000,0.6000,0.6065,배당소득세(보유기간과세),KR7498050004,K55232EF5040
476260,HANARO 반도체핵심공정주도주,FnGuide 반도체 핵심공정 지수,국내,주식,0.4500,0.6400,0.7013,비과세,KR7476260005,K55232E86629
434730,HANARO 원자력iSelect,iSelect 원자력지수 (시장가격),국내,주식,0.4500,0.5200,0.5359,비과세,KR7434730008,K55232DU8475
0082F0,HANARO 유럽방산,Stoxx 유럽 방산 지수,해외,주식,0.3500,0.4700,0.5557,배당소득세(보유기간과세),KR70082F0008,K55232EM2121
491820,HANARO 전력설비투자,iSelect 전력설비투자 지수,국내,주식,0.3500,0.4400,0.4503,비과세,KR7491820007,K55232EE1347
461500,HANARO 종합채권(AA-이상)액티브,KAP 종합채권 총수익지수(AA-이상),국내,채권,0.0200,0.0400,0.0437,배당소득세(보유기간과세),KR7461500001,K55232E28837
0111J0,HANARO 증권고배당TOP3플러스,FnGuide 증권 고배당 TOP3 플러스 지수,국내,주식,0.0700,0.0700,0.0700,비과세,KR70111J0009,K55232EP4074
495750,HANARO 코리아밸류업,코리아 밸류업 지수,국내,주식,0.0260,0.0700,0.0825,비과세,KR7495750002,K55232EF9588
306530,HANARO 코스닥150선물레버리지,F-코스닥150 지수,국내,주식,0.4500,0.7000,0.8491,배당소득세(보유기간과세),KR7306530007,K55232CD6984
304770,HANARO 코스닥150,코스닥 150,국내,주식,0.2000,0.2500,0.2621,비과세,KR7304770001,K55232CC8874
375760,HANARO 탄소효율그린뉴딜,KRX/S&P 탄소효율 그린뉴딜지수,국내,주식,0.2000,0.3400,0.3483,비과세,KR7375760006,K55232DE0613
0007N0,아이엠에셋 200,코스피 200,국내,주식,0.0500,0.0800,0.0863,비과세,KR70007N0000,K55368EH4351
491510,파워 K-주주가치액티브,FnGuide K-주주가치 지수,국내,주식,0.4050,0.4700,0.5555,배당소득세(보유기간과세),KR7491510004,K55207EE5208
140950,파워 코스피100,코스피 100,국내,주식,0.1550,0.1800,0.1913,비과세,KR7140950007,KR5207A24857
152870,파워 200,코스피 200,국내,주식,0.1450,0.1700,0.1797,비과세,KR7152870002,KR5207A82418
192720,파워 고배당저변동성,코스피 200 고배당지수,국내,주식,0.2300,0.2500,0.3142,비과세,KR7192720001,KR5207AN0410
498180,파워 종합채권(AA-이상)액티브,"KIS 한국종합채권지수(AA-이상, 총수익)",국내,채권,0.0360,0.0600,0.0687,배당소득세(보유기간과세),KR7498180009,K55207EF7450
486240,DAISHIN343 AI반도체&인프라액티브,FnGuide AI반도체&인프라 지수,국내,주식,0.3600,0.4200,0.5306,배당소득세(보유기간과세),KR7486240005,K55203EA9349
434960,DAISHIN343 K200,코스피 200,국내,주식,0.1000,0.1500,0.1770,비과세,KR7434960001,K55203DT1106
0053M0,더제이 중소형포커스액티브,코스피 200 중소형주지수,국내,주식,0.6850,0.7200,0.8042,배당소득세(보유기간과세),KR70053M0004,K553H6EK8245
488290,마이다스 일본테크액티브,Solactive Japan Tech Top 30 지수(PR),해외,주식,0.6500,0.9000,0.9071,배당소득세(보유기간과세),KR7488290008,K55303EC8553
438740,마이다스 중소형액티브,코스피 중형주,국내,주식,0.6200,0.6600,0.7836,배당소득세(보유기간과세),KR7438740003,K55303DW3692
403790,마이다스 코스피액티브,코스피,국내,주식,0.6200,0.3100,0.3572,배당소득세(보유기간과세),KR7403790009,K55303DM7976
310960,TIGER 200TR,코스피 200 TR,국내,주식,0.0900,0.1200,0.1374,배당소득세(보유기간과세),KR7310960000,K55301CG5203
227550,TIGER 200 산업재,코스피 200 산업재,국내,주식,0.4000,0.4500,0.4808,비과세,KR7227550001,K55301B69905
227560,TIGER 200 생활소비재,코스피 200 생활소비재,국내,주식,0.4000,0.4400,0.4625,비과세,KR7227560000,K55301B69913
102110,TIGER 200,코스피 200,국내,주식,0.0500,0.0700,0.0850,비과세,KR7102110004,KR5225812712
243880,TIGER 200IT레버리지,코스피 200 정보기술,국내,주식,0.6300,0.7300,1.1517,배당소득세(보유기간과세),KR7243880002,K55301BD4689
252000,TIGER 200동일가중,코스피 200 동일가중지수,국내,주식,0.2100,0.2900,0.3604,비과세,KR7252000005,K55301BG7119
267770,TIGER 200선물레버리지,코스피 200 선물지수,국내,주식,0.0220,0.0400,0.2710,배당소득세(보유기간과세),KR7267770006,K55301BO0239
252710,TIGER 200선물인버스2X,코스피 200 선물지수,국내,주식,0.0220,0.0600,0.3472,배당소득세(보유기간과세),KR7252710009,K55301BH0360
243890,TIGER 200에너지화학레버리지,코스피 200 에너지/화학,국내,주식,0.6900,0.7400,1.3895,배당소득세(보유기간과세),KR7243890001,K55301BD4697
315270,TIGER 200커뮤니케이션서비스,코스피 200 커뮤니케이션서비스,국내,주식,0.4000,0.4400,0.4557,비과세,KR7315270009,K55301CI8700
166400,TIGER 200커버드콜OTM,코스피 200 커버드콜 5% OTM,국내,주식,0.3800,0.4000,0.4510,배당소득세(보유기간과세),KR7166400002,KR5301AC6688
0104N0,TIGER 200타겟위클리커버드콜,코스피 200 타겟 7% 위클리 커버드콜 지수,국내,주식,0.2500,0.2500,0.2534,배당소득세(보유기간과세),KR70104N0002,K55301EN6416
227540,TIGER 200 헬스케어,코스피 200 헬스케어,국내,주식,0.4000,0.4400,0.4704,비과세,KR7227540002,K55301B69897
0001S0,TIGER 26-04 회사채(A+이상)액티브,KIS 회사채 2604만기형 지수,국내,채권,0.1000,0.1100,0.1135,배당소득세(보유기간과세),KR70001S0001,K55301EG5110
480260,TIGER 27-04회사채(A+이상)액티브,KIS 회사채2704만기형 지수 (총수익 지수),국내,채권,0.1000,0.1100,0.1207,배당소득세(보유기간과세),KR7480260009,K55301E99955
0094K0,TIGER 28-04 회사채(A+이상)액티브,KIS 회사채 2804만기형 지수(총수익),국내,채권,0.1000,0.1000,0.1012,배당소득세(보유기간과세),KR70094K0007,K55301EM5013
364980,TIGER 2차전지TOP10,KRX 2차전지 TOP 10 지수,국내,주식,0.4000,0.4400,0.4956,비과세,KR7364980003,K55301DA5554
412570,TIGER 2차전지TOP10레버리지,KRX 2차전지 TOP 10 지수,국내,주식,0.2900,0.3400,1.1172,배당소득세(보유기간과세),KR7412570004,K55301DN9130
462010,TIGER 2차전지소재Fn,FnGuide 2차전지소재 (Price Return) 지수,국내,주식,0.3900,0.4500,0.4884,비과세,KR7462010000,K55301E34416
305540,TIGER 2차전지테마,WISE 2차전지 테마 지수,국내,주식,0.4400,0.5500,0.6049,비과세,KR7305540007,K55301CC8524
471760,TIGER AI반도체핵심공정,iSelect AI반도체핵심공정지수,국내,주식,0.4500,0.5200,0.6568,비과세,KR7471760009,K55301E68273
365040,TIGER AI코리아그로스액티브,코스피,국내,주식,0.4000,0.4200,0.5355,배당소득세(보유기간과세),KR7365040005,K55301D98900
364960,TIGER BBIG,KRX BBIG 지수,국내,주식,0.4000,0.4400,0.4944,비과세,KR7364960005,K55301DA5547
412560,TIGER BBIG레버리지,KRX BBIG 지수,국내,주식,0.5900,0.6600,1.3013,배당소득세(보유기간과세),KR7412560005,K55301DN9403
475630,TIGER CD1년금리액티브(합성),KIS CD 1Y 총수익지수,국내,기타,0.0090,0.0300,0.0325,배당소득세(보유기간과세),KR7475630000,K55301E85343
357870,TIGER CD금리투자KIS(합성),KIS CD Index(총수익),국내,기타,0.0300,0.0500,0.0565,배당소득세(보유기간과세),KR7357870005,K55301D61007
499660,TIGER CD금리플러스액티브(합성),KIS CD+CPI연동금리 월분배 지수,국내,기타,0.0090,0.0300,0.0336,배당소득세(보유기간과세),KR7499660009,K55301EF8008
400970,TIGER Fn메타버스,FnGuide 메타버스테마 지수,국내,주식,0.4500,0.5100,0.5518,비과세,KR7400970000,K55301DM9925
377990,TIGER Fn신재생에너지,FnGuide 신재생에너지 지수,국내,주식,0.5000,0.5600,0.6188,비과세,KR7377990007,K55301DE7374
417630,TIGER KEDI혁신기업ESG30,KEDI 혁신기업ESG30 지수(시장가격 지수),국내,주식,0.5000,0.5800,0.7127,비과세,KR7417630001,K55301DQ0219
292160,TIGER KRX300,KRX 300,국내,주식,0.0700,0.1300,0.1454,비과세,KR7292160009,K55301C47735
0072R0,TIGER KRX금현물,KRX 금현물지수,국내,원자재,0.1500,0.2000,0.8269,배당소득세(보유기간과세),KR70072R0006,K55301EI4806
404540,TIGER KRX기후변화솔루션,KRX 기후변화 솔루션지수,국내,주식,0.0900,0.1500,0.2182,비과세,KR7404540007,K55301DN6458
300610,TIGER K게임,WISE K게임 테마 지수,국내,주식,0.5000,0.5500,0.6157,비과세,KR7300610003,K55301CB3302
138530,TIGER LG그룹+펀더멘털,MKF LG그룹+ FW,국내,주식,0.1500,0.2100,0.2545,비과세,KR7138530001,KR5225A04026
445910,TIGER MKF배당귀족,MKF 배당귀족 지수(시장가격지수),국내,주식,0.2000,0.2600,0.3355,비과세,KR7445910003,K55301DX5334
289260,TIGER MSCI KOREA ESG리더스,MSCI Korea Country ESG Leaders Capped Index,국내,주식,0.4000,0.4600,0.4926,비과세,KR7289260002,K55301C21037
289250,TIGER MSCI KOREA ESG유니버설,MSCI Korea ESG Universal Index,국내,주식,0.4000,0.4600,0.5031,비과세,KR7289250003,K55301C21029
310970,TIGER MSCI Korea TR,MSCI Korea TR Index,국내,주식,0.1200,0.1600,0.1832,배당소득세(보유기간과세),KR7310970009,K55301CG5815
0000D0,TIGER 엔비디아미국채커버드콜밸런스(합성),KEDI 엔비디아미국채30년타겟커버드콜혼합지수(TR),해외,혼합자산,0.3900,0.4600,0.4667,배당소득세(보유기간과세),KR70000D0009,K55301EG5219
269370,TIGER S&P글로벌인프라(합성),S&P Global Infrastructure Index,해외,주식,0.4000,0.4700,0.4873,배당소득세(보유기간과세),KR7269370003,K55301BO5469
0025N0,TIGER TDF2045,S&P 500 and Korea Target Date 2045 (KRW) PR 지수,국내&해외,혼합자산,0.1900,0.2600,0.3871,배당소득세(보유기간과세),KR70025N0008,K55301EH7354
453950,TIGER TSMC파운드리밸류체인,FactSet TSMC 파운드리 밸류체인 지수(시장가격지수),해외,주식,0.4900,0.6400,0.7846,배당소득세(보유기간과세),KR7453950008,K55301E05523
364990,TIGER 게임TOP10,KRX 게임 TOP 10 지수,국내,주식,0.4000,0.4400,0.4907,비과세,KR7364990002,K55301DA5588
139280,TIGER 경기방어,코스피 200 경기방어소비재,국내,주식,0.4000,0.4200,0.4366,비과세,KR7139280002,KR5225A18109
237440,TIGER 경기방어채권혼합,경기방어소비재 채권혼합 지수,국내,혼합자산,0.1800,0.2400,0.2490,배당소득세(보유기간과세),KR7237440003,K55301BA0110
319640,TIGER 골드선물(H),S&P GSCI Gold Index(TR),해외,원자재,0.3900,0.4400,0.4880,배당소득세(보유기간과세),KR7319640009,K55301CM5189
160580,TIGER 구리실물,S&P GSCI Cash Copper Index,해외,원자재,0.8300,1.0400,1.0899,배당소득세(보유기간과세),KR7160580007,KR5301AB9295
114820,TIGER 국채3년,KTB INDEX(시장가격),국내,채권,0.1500,0.1700,0.1732,배당소득세(보유기간과세),KR7114820004,KR5225151061
464310,TIGER 글로벌AI&로보틱스 INDXX,Indxx Global Robotics & Artificial Intelligence Thematic Index(PR),해외,주식,0.4900,0.5600,0.6320,배당소득세(보유기간과세),KR7464310002,K55301E40645
418670,TIGER 글로벌AI사이버보안,Indxx Cybersecurity 지수 (PR),해외,주식,0.4900,0.5600,0.6851,배당소득세(보유기간과세),KR7418670006,K55301DQ2231
466950,TIGER 글로벌AI액티브,Indxx Artificial Intelligence and Big Data 지수(PR),해외,주식,0.7900,0.8600,1.1932,배당소득세(보유기간과세),KR7466950003,K55301E58613
440340,TIGER 글로벌멀티에셋TIF액티브,INDXX 멀티에셋인컴 지수(시장가격 지수),해외,혼합자산,0.5500,0.6800,0.7876,배당소득세(보유기간과세),KR7440340008,K55301DW0591
476690,TIGER 글로벌비만치료제TOP2Plus,Indxx Global Obesity Treatment Top 2 Plus 지수 (시장가격),해외,주식,0.4500,0.5300,0.6780,배당소득세(보유기간과세),KR7476690003,K55301E88149
480310,TIGER 글로벌온디바이스AI,Mirae Asset Global On-Device AI 지수 (PR),해외,주식,0.4900,0.5800,0.7145,배당소득세(보유기간과세),KR7480310002,K55301E97694
387270,TIGER 글로벌이노베이션액티브,NASDAQ 100,해외,주식,0.5500,0.5900,0.7690,배당소득세(보유기간과세),KR7387270002,K55301DH6423
371450,TIGER 글로벌클라우드컴퓨팅INDXX,Indxx Global Cloud Computing Index(PR),해외,주식,0.4900,0.5600,0.6233,배당소득세(보유기간과세),KR7371450008,K55301DC7616
248270,TIGER S&P글로벌헬스케어(합성),S&P Global 1200 Health Care Index,해외,주식,0.4000,0.4700,0.4879,배당소득세(보유기간과세),KR7248270001,K55301BE6980
464930,TIGER 글로벌혁신블루칩TOP10,Mirae Asset Global Innovative Bluechip Top 10 Index(PR),해외,주식,0.4800,0.5600,0.6340,배당소득세(보유기간과세),KR7464930007,K55301E40066
272580,TIGER 단기채권액티브,KIS MSB 6M PLUS 지수,국내,채권,0.0600,0.0900,0.0981,배당소득세(보유기간과세),KR7272580002,K55301BR4790
157450,TIGER 단기통안채,KIS MSB 6M(총수익),국내,채권,0.0700,0.1100,0.1167,배당소득세(보유기간과세),KR7157450008,KR5301AA4834
105010,TIGER 라틴35,BNY Latin America 35 ADR,해외,주식,0.4900,0.6400,0.6759,배당소득세(해외주식투자전용ETF),KR7105010003,KR5225844749
123320,TIGER 레버리지,코스피 200,국내,주식,0.0220,0.0400,0.6351,배당소득세(보유기간과세),KR7123320004,KR5225220155
0086B0,TIGER 리츠부동산인프라TOP10액티브,KEDI 리츠부동산인프라TOP10지수 (Price Return),국내,부동산,0.0600,0.0800,0.0829,배당소득세(분리과세부동산ETF),KR70086B0008,K55301EL4868
341850,TIGER 리츠부동산인프라채권,KIS 리츠부동산인프라채권PR 지수,국내,혼합자산,0.2200,0.2600,0.2897,배당소득세(분리과세부동산ETF),KR7341850006,K55301CY0731
329200,TIGER 리츠부동산인프라,FnGuide 리츠부동산인프라,국내,부동산,0.0800,0.1200,0.1587,비과세,KR7329200000,K55301CS7395
0086C0,TIGER 리츠부동산인프라10채권혼합액티브,KEDI 리츠부동산인프라TOP10채권혼합지수 (Price Return),국내,혼합자산,0.1500,0.1700,0.1715,배당소득세(보유기간과세),KR70086C0007,K55301EL7275
0043B0,TIGER 머니마켓액티브,KIS-미래에셋 MMF지수,국내,채권,0.0400,0.0500,0.0515,배당소득세(보유기간과세),KR70043B0000,K55301EI2420
147970,TIGER 모멘텀,FnGuide 모멘텀 지수,국내,주식,0.2300,0.3500,0.9005,비과세,KR7147970008,KR5225A65191
458250,TIGER 미국30년국채스트립액티브(합성 H),ICE BofA Long US Treasury Principal STRIPS Index,해외,채권,0.1500,0.2000,0.2213,배당소득세(보유기간과세),KR7458250008,K55301E15670
491830,TIGER 미국AI반도체팹리스,Mirae Asset US AI Fabless 지수(PR),해외,주식,0.4900,0.5800,0.8558,배당소득세(보유기간과세),KR7491830006,K55301EE2671
490090,TIGER 미국AI빅테크10,KEDI 미국AI빅테크10 지수(PR),해외,주식,0.3000,0.3700,0.4924,배당소득세(보유기간과세),KR7490090008,K55301ED3241
493810,TIGER 미국AI빅테크10타겟데일리커버드콜,KEDI 미국AI빅테크10+15%데일리프리미엄 지수(TR),해외,주식,0.2500,0.3300,0.4830,배당소득세(보유기간과세),KR7493810006,K55301ED3282
0102A0,TIGER 미국AI소프트웨어TOP4Plus,Akros U.S. AI Software TOP4 Plus 지수 (Price Return),해외,주식,0.4900,0.5000,0.6247,배당소득세(보유기간과세),KR70102A0009,K55301EM5526
488500,TIGER 미국S&P500동일가중,S&P 500 Equal Weight Index(PR),해외,주식,0.2000,0.3500,0.5041,배당소득세(보유기간과세),KR7488500000,K55301EC3069
429000,TIGER 미국S&P500배당귀족,S&P 500 Dividend Aristocrats 지수 (Price Return),해외,주식,0.2500,0.3300,0.3995,배당소득세(보유기간과세),KR7429000003,K55301DS7063
360750,TIGER 미국S&P500,S&P 500,해외,주식,0.0060,0.0700,0.1082,배당소득세(보유기간과세),KR7360750004,K55301D79199
448290,TIGER 미국S&P500(H),S&P 500,해외,주식,0.0700,0.1700,0.2392,배당소득세(보유기간과세),KR7448290007,K55301DY6612
483240,TIGER 미국나스닥100ETF선물,KRX 나스닥 100 ETF 선물지수,국내,주식,0.0090,0.0400,0.1288,배당소득세(보유기간과세),KR7483240008,K55301EB0736
418660,TIGER 미국나스닥100레버리지(합성),NASDAQ 100,해외,주식,0.2500,0.3500,0.3736,배당소득세(보유기간과세),KR7418660007,K55301DQ3577
133690,TIGER 미국나스닥100,NASDAQ 100,해외,주식,0.7000,0.1100,0.1395,배당소득세(해외주식투자전용ETF),KR7133690008,KR5225652084
448300,TIGER 미국나스닥100(H),NASDAQ 100,해외,주식,0.0060,0.1900,0.2599,배당소득세(보유기간과세),KR7448300004,K55301DY5762
435420,TIGER 미국나스닥100채권혼합Fn,FnGuide 나스닥100 채권혼합 지수(총수익 지수),국내&해외,혼합자산,0.2500,0.3700,0.3809,배당소득세(보유기간과세),KR7435420005,K55301DU4926
441680,TIGER 미국나스닥100커버드콜(합성),Cboe Nasdaq-100 BuyWrite V2 지수 (Total Return),해외,주식,0.3700,0.4800,0.4998,배당소득세(보유기간과세),KR7441680006,K55301DX0400
429010,TIGER 미국나스닥넥스트100,Nasdaq Next Generation 100 지수 (Price Return),해외,주식,0.4900,0.7200,0.8252,배당소득세(보유기간과세),KR7429010002,K55301DT2428
245340,TIGER 미국다우존스30,Dow Jones Industrial Average,해외,주식,0.3500,0.4200,0.4625,배당소득세(해외주식투자전용ETF),KR7245340005,K55301BD8854
456610,TIGER 미국달러SOFR금리액티브(합성),Solactive SOFR Daily Total Return Index,해외,기타,0.0500,0.0800,0.0800,배당소득세(보유기간과세),KR7456610005,K55301E17064
329750,TIGER 미국달러단기채권액티브,KIS U.S. TREASURY BOND 0-1Y 지수(총수익),해외,채권,0.3000,0.3200,0.3227,배당소득세(보유기간과세),KR7329750004,K55301CR6349
261110,TIGER 미국달러선물레버리지,미국달러선물지수,국내,통화,0.0500,0.0800,0.2920,배당소득세(보유기간과세),KR7261110001,K55301BK2361
261120,TIGER 미국달러선물인버스2X,미국달러선물지수,국내,통화,0.0500,0.0800,0.2852,배당소득세(보유기간과세),KR7261120000,K55301BK2346
494840,TIGER 미국방산TOP10,Mirae Asset US Defense Top 10 Index(PR),해외,주식,0.4500,0.5600,0.6714,배당소득세(보유기간과세),KR7494840002,K55301EE9171
458730,TIGER 미국배당다우존스,Dow Jones U.S. Dividend 100 Price Return Index,해외,주식,0.0100,0.0700,0.1065,배당소득세(보유기간과세),KR7458730009,K55301E27634
0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,Dow Jones U.S. Dividend 100 10% Daily Premium Covered Call 지수,해외,주식,0.2500,0.3200,0.5053,배당소득세(보유기간과세),KR70008S0004,K55301EG7256
0015K0,TIGER 미국소비트렌드액티브,Mirae Asset US Consumer Trend 지수 (PR),해외,주식,0.7900,0.9600,1.4163,배당소득세(보유기간과세),KR70015K0003,K55301EH0516
305080,TIGER 미국채10년선물,S&P 10-Year U.S. Treasury Note Futures(ER),해외,채권,0.2500,0.3500,0.3837,배당소득세(보유기간과세),KR7305080004,K55301CD2872
0046A0,TIGER 미국초단기(3개월이하)국채,ICE 0-3 Month US Treasury Securities 지수,해외,채권,0.0900,0.1200,0.1614,배당소득세(보유기간과세),KR70046A0008,K55301EI9524
465670,TIGER 미국캐시카우100,Global X U.S. Cash Flow Kings 100 Index(PR),해외,주식,0.2500,0.4000,0.6725,배당소득세(보유기간과세),KR7465670008,K55301E49703
381170,TIGER 미국테크TOP10 INDXX,Indxx US Tech Top 10 Index,해외,주식,0.4900,0.5600,0.6114,배당소득세(보유기간과세),KR7381170000,K55301DG0369
472160,TIGER 미국테크TOP10 INDXX(H),Indxx US Tech Top 10 Index,해외,주식,0.4900,0.5700,0.7773,배당소득세(보유기간과세),KR7472160001,K55301E73182
472170,TIGER 미국테크TOP10채권혼합,FnGuide 미국테크TOP10 채권혼합지수,국내&해외,혼합자산,0.2500,0.3300,0.3840,배당소득세(보유기간과세),KR7472170000,K55301E70402
458260,TIGER 미국투자등급회사채액티브(H),iBoxx USD Liquid Investment Grade Index(Price Return),해외,채권,0.1400,0.2100,0.2570,배당소득세(보유기간과세),KR7458260007,K55301E15696
497570,TIGER 미국필라델피아AI반도체나스닥,PHLX US AI Semiconductor 지수 (PR),해외,주식,0.4900,0.6100,0.7988,배당소득세(보유기간과세),KR7497570002,K55301EF4932
381180,TIGER 미국필라델피아반도체나스닥,PHLX Semiconductor Sector Index,해외,주식,0.4900,0.6100,0.6936,배당소득세(보유기간과세),KR7381180009,K55301DF8777
228810,TIGER 미디어컨텐츠,WISE 미디어컨텐츠 지수,국내,주식,0.4400,0.5500,0.6191,비과세,KR7228810008,K55301B73741
364970,TIGER 바이오TOP10,KRX 바이오 TOP 10 지수,국내,주식,0.4000,0.4400,0.5241,비과세,KR7364970004,K55301DA5562
091230,TIGER 반도체,KRX 반도체,국내,주식,0.4600,0.4800,0.5283,비과세,KR7091230003,KR5225578230
488080,TIGER 반도체TOP10레버리지,FnGuide 반도체TOP10 지수,국내,주식,0.4900,0.5500,2.3966,배당소득세(보유기간과세),KR7488080003,K55301EC6161
396500,TIGER 반도체TOP10,FnGuide 반도체TOP10 지수,국내,주식,0.4500,0.5100,0.5608,비과세,KR7396500001,K55301DL2400
138520,TIGER 삼성그룹펀더멘털,MKF SAMs FW,국내,주식,0.1130,0.2000,0.2144,비과세,KR7138520002,KR5225A01840
157490,TIGER 소프트웨어,FnGuide 소프트웨어 지수,국내,주식,0.4000,0.4500,0.4801,비과세,KR7157490004,KR5301AA1269
228800,TIGER 여행레저,WISE 여행레저 지수,국내,주식,0.5000,0.5500,0.5891,비과세,KR7228800009,K55301B73758
227570,TIGER 우량가치,FnGuide 퀄리티밸류 지수,국내,주식,0.3500,0.4600,0.6219,비과세,KR7227570009,K55301B69921
261140,TIGER 우선주,코스피 우선주 지수,국내,주식,0.2900,0.3200,0.3485,비과세,KR7261140008,K55301BJ4477
245350,TIGER 유로스탁스배당30,Euro STOXX Select Dividend 30,해외,주식,0.3500,0.5000,0.6572,배당소득세(해외주식투자전용ETF),KR7245350004,K55301BD8862
091220,TIGER 은행,KRX 은행,국내,주식,0.4600,0.4800,0.5131,비과세,KR7091220004,KR5225578248
466940,TIGER 은행고배당플러스TOP10,FnGuide 은행고배당플러스TOP10 지수(시장가격 지수),국내,주식,0.3000,0.3600,0.3914,비과세,KR7466940004,K55301E61591
307510,TIGER 의료기기,FnGuide 의료기기 지수,국내,주식,0.5000,0.5600,0.6585,비과세,KR7307510008,K55301CC2055
453870,TIGER 인도니프티50,Nifty 50 Index,해외,주식,0.1900,0.3200,0.3626,배당소득세(보유기간과세),KR7453870008,K55301E05564
236350,TIGER 인도니프티50레버리지(합성),Nifty 50 Index,해외,주식,0.5800,0.6700,0.6994,배당소득세(보유기간과세),KR7236350005,K55301B96890
479730,TIGER 인도빌리언컨슈머,Mirae Asset India Billion Consumer 지수(PR),해외,주식,0.4900,0.6600,0.7584,배당소득세(보유기간과세),KR7479730004,K55301E98973
123310,TIGER 인버스,코스피 200 선물지수,국내,주식,0.0220,0.0500,0.1988,배당소득세(보유기간과세),KR7123310005,KR5225220130
365000,TIGER 인터넷TOP10,KRX 인터넷 TOP 10 지수,국내,주식,0.4000,0.4400,0.4899,비과세,KR7365000009,K55301DA5570
241180,TIGER 일본니케이225,Nikkei 225,해외,주식,0.2900,0.4100,0.4422,배당소득세(해외주식투자전용ETF),KR7241180009,K55301BB3675
465660,TIGER 일본반도체FACTSET,FactSet Japan Semiconductor Index(PR),해외,주식,0.4900,0.6100,0.7812,배당소득세(보유기간과세),KR7465660009,K55301E49406
292560,TIGER 일본엔선물,엔선물지수,국내,통화,0.2100,0.2800,0.4636,배당소득세(보유기간과세),KR7292560000,K55301C59425
494670,TIGER 조선TOP10,iSelect 조선TOP10 Index(PR),국내,주식,0.3500,0.4100,0.4249,비과세,KR7494670003,K55301EE9692
150460,TIGER 중국소비테마,FnGuide 중국내수테마 지수,국내,주식,0.5000,0.5500,0.6307,비과세,KR7150460004,KR5225A75083
302190,TIGER 중장기국채,KIS 국채 3-10년 지수(시장가격지수),국내,채권,0.1300,0.1700,0.1760,배당소득세(보유기간과세),KR7302190004,K55301CA9094
157500,TIGER 증권,FnGuide 증권 지수,국내,주식,0.4000,0.4500,0.4826,비과세,KR7157500000,KR5301AA1251
307520,TIGER 지주회사,FnGuide 지주회사 지수,국내,주식,0.5000,0.5500,0.6347,비과세,KR7307520007,K55301CC2063
117690,TIGER 차이나항셍30,Hang Seng China (Hong Kong-listed) 30 Index,해외,주식,0.4000,0.6400,0.7380,배당소득세(해외주식투자전용ETF),KR7117690008,KR5225874118
0067Y0,TIGER 차이나AI소프트웨어,"Mirae Asset China AI Software 지수 (Price Return, HKD)",해외,주식,0.4900,0.5500,0.6533,배당소득세(보유기간과세),KR70067Y0004,K55301EK5932
245360,TIGER 차이나HSCEI,Hang Seng China H,해외,주식,0.2900,0.5900,0.6700,배당소득세(해외주식투자전용ETF),KR7245360003,K55301BD8870
414780,TIGER 차이나과창판STAR50(합성),STAR 50 Index(Price Return),해외,주식,0.0900,0.1500,0.1524,배당소득세(보유기간과세),KR7414780007,K55301DG2696
0067V0,TIGER 차이나글로벌리더스TOP3+,"Solactive-KEDI 차이나글로벌리더스TOP3플러스 지수 (Price Return, CNH)",해외,주식,0.4900,0.5300,0.6391,배당소득세(보유기간과세),KR70067V0007,K55301EL0767
371470,TIGER 차이나바이오테크SOLACTIVE,Solactive China Biotech Index(PR),해외,주식,0.4900,0.6200,0.7728,배당소득세(보유기간과세),KR7371470006,K55301DC7590
396520,TIGER 차이나반도체FACTSET,FactSet China Semiconductor 지수(PR),해외,주식,0.4900,0.6000,1.0288,배당소득세(보유기간과세),KR7396520009,K55301DL2376
371460,TIGER 차이나전기차SOLACTIVE,Solactive China Electric Vehicle and Battery Index(PR),해외,주식,0.4900,0.5500,0.6078,배당소득세(보유기간과세),KR7371460007,K55301DC7608
456680,TIGER 차이나전기차레버리지(합성),Solactive China Electric Vehicle and Battery Index(PR),해외,주식,0.5800,0.6200,0.6622,배당소득세(보유기간과세),KR7456680008,K55301E17478
396510,TIGER 차이나클린에너지SOLACTIVE,Solactive China Clean Energy 지수(PR),해외,주식,0.4900,0.6100,0.6738,배당소득세(보유기간과세),KR7396510000,K55301DL2350
0047A0,TIGER 차이나테크TOP10,Mirae Asset China Tech Top 10 지수 (Price Return),해외,주식,0.4900,0.5400,0.7428,배당소득세(보유기간과세),KR70047A0007,K55301EJ2577
